corpus,group,folder,year,title,dimensions,px_w,px_h,file,url
brockmann,코어,코어/Verkehr,1958,Strassenbau-Vorlage ja,127 × 90 cm,556,800,1958_Strassenbau-Vorlage ja.jpg,https://www.emuseum.ch/objects/48435/
brockmann,코어,코어/Verkehr,1958,Projet constitutionnel sur le routier réseau Oui,127 × 90 cm,564,800,1958_Projet constitutionnel sur le routier réseau Oui.jpg,https://www.emuseum.ch/objects/75460/
brockmann,코어,코어/Verkehr,1958,Cycliste - Attention - Attention - Cycliste,128 × 90.5 cm,564,800,1958_Cycliste - Attention - Attention - Cycliste.jpg,https://www.emuseum.ch/objects/116016/
brockmann,코어,코어/Verkehr,1958,Radfahrer - Achtung - Achtung - Radfahrer,128 × 90.5 cm,563,800,1958_Radfahrer - Achtung - Achtung - Radfahrer.jpg,https://www.emuseum.ch/objects/116464/
brockmann,코어,코어/Verkehr,1960,Moins de bruit,128 × 90.5 cm,565,800,1960_Moins de bruit.jpg,https://www.emuseum.ch/objects/12247/
brockmann,코어,코어/Verkehr,1960,Weniger Lärm,128 × 90.5 cm,564,800,1960_Weniger Lärm.jpg,https://www.emuseum.ch/objects/5258/
brockmann,코어,코어/Volg,1956,Volg -Traubensaft - naturrein,127 × 90 cm,565,800,1956_Volg -Traubensaft - naturrein.jpg,https://www.emuseum.ch/objects/74001/
brockmann,코어,코어/Volg,1957,Volg Traubensaft naturrein - Gesundheit,127 × 90 cm,562,800,1957_Volg Traubensaft naturrein - Gesundheit.jpg,https://www.emuseum.ch/objects/49799/
brockmann,코어,코어/Volg,1957,Volg Traubensaft naturrein - Konzentration,127 × 90 cm,563,800,1957_Volg Traubensaft naturrein - Konzentration.jpg,https://www.emuseum.ch/objects/71754/
brockmann,코어,코어/Volg,1957,Volg Traubensaft naturrein - Energieleistung,127 × 90 cm,564,800,1957_Volg Traubensaft naturrein - Energieleistung.jpg,https://www.emuseum.ch/objects/71755/
brockmann,코어,코어/Volg,1957,Volg Traubensaft naturrein - Festlichkeit,127 × 90 cm,564,800,1957_Volg Traubensaft naturrein - Festlichkeit.jpg,https://www.emuseum.ch/objects/71756/
brockmann,코어,코어/Volg,1957,Volg Traubensaft naturrein - Zuverlässigkeit,127 × 90 cm,564,800,1957_Volg Traubensaft naturrein - Zuverlässigkeit.jpg,https://www.emuseum.ch/objects/71757/
hofmann,F4,F4/Ausstellung,1990,Ausstellung Armin Hofmann - Werk - Erkundung - Lehre - Deutsches Plakat Museum Essen - 6.A,119 × 84 cm,566,800,1990_Ausstellung Armin Hofmann - Werk - Erkundung - Lehre - Deuts.jpg,https://www.emuseum.ch/objects/71542/
hofmann,F4,F4/Freilichtspiele,1963,Tell - Basler Freilichtspiele beim Letziturm im St. Albantal 15.-31.VIII 1963 - Wilhelm Te,103 × 73 cm,564,800,1963_Tell - Basler Freilichtspiele beim Letziturm im St. Albantal.jpg,https://www.emuseum.ch/objects/3174/
hofmann,F4,F4/Gewerbemuseum_Basel,1952,Gewerbemuseum Basel - 14. Juni - 13. Juli 1952 - Die Ausbildung der baugewerblichen Abteil,100 × 70 cm,554,800,1952_Gewerbemuseum Basel - 14. Juni - 13. Juli 1952 - Die Ausbild.jpg,https://www.emuseum.ch/objects/71509/
hofmann,제외_타인명의,제외_타인명의,2010,Weltformat - Weltformat 10 - Plakatfestival Luzern - 6. bis 14. November,128 × 90.5 cm,559,800,2010_Weltformat - Weltformat 10 - Plakatfestival Luzern - 6. bis .jpg,https://www.emuseum.ch/objects/133955/
hofmann,제외_타인명의,제외_타인명의,2012,"Armin Hofmann - Farbe - (...) - Galerie Susanna Kulli, Zürich - (...)",60 × 42 cm,565,800,"2012_Armin Hofmann - Farbe - (...) - Galerie Susanna Kulli, Züric.jpg",https://www.emuseum.ch/objects/152650/
hofmann,제외_판형,제외_판형,1946,The Basel School of Design and its Philosophy: The Armin Hofmann Years 1946-1986 - An Exhi,97 × 64 cm,527,800,1946_The Basel School of Design and its Philosophy- The Armin Hof.jpg,https://www.emuseum.ch/objects/71539/
hofmann,제외_판형,제외_판형,1954,"Kreis 48 - Albansaal - St. Alban-Vorstadt 12, Basel",42 × 29.5 cm,566,800,"1954_Kreis 48 - Albansaal - St. Alban-Vorstadt 12, Basel.jpg",https://www.emuseum.ch/objects/71543/
hofmann,제외_판형,제외_판형,1981,The Museum of Modern Art New York - Armin Hofmann - Posters,91.5 × 61 cm,532,798,1981_The Museum of Modern Art New York - Armin Hofmann - Posters.jpg,https://www.emuseum.ch/objects/56262/
hofmann,제외_판형,제외_판형,1984,"Art Suisse d'aujourd'hui - Musée Rath Genève - Société Suisse des femmes peintres, sculpte",90 × 62 cm,546,800,1984_Art Suisse d'aujourd'hui - Musée Rath Genève - Société Suiss.jpg,https://www.emuseum.ch/objects/71535/
hofmann,코어,코어/Ausstellung,1955,Ausstellung Helmhaus Zürich - Theaterbau von der Antike bis zur Moderne,127 × 90 cm,567,800,1955_Ausstellung Helmhaus Zürich - Theaterbau von der Antike bis .jpg,https://www.emuseum.ch/objects/56202/
hofmann,코어,코어/Ausstellung,1967,Aus den Sammlungen des Gewerbe-Museums Basel - Ausstellung Architekturtheoretische Werke,127 × 90 cm,566,800,1967_Aus den Sammlungen des Gewerbe-Museums Basel - Ausstellung A.jpg,https://www.emuseum.ch/objects/71515/
hofmann,코어,코어/Ausstellung,1967,Aus den Sammlungen des Gewerbe-Museums Basel - Europäische Seiden und Samte,127 × 90.5 cm,568,800,1967_Aus den Sammlungen des Gewerbe-Museums Basel - Europäische S.jpg,https://www.emuseum.ch/objects/240457/
hofmann,코어,코어/Ausstellung,1986,Basler Kunst im 20.Jh. in Ausschnitten - Aus dem Besitz von Basler Unternehmen - Ausstellu,128 × 90 cm,567,800,1986_Basler Kunst im 20.Jh. in Ausschnitten - Aus dem Besitz von .jpg,https://www.emuseum.ch/objects/71540/
hofmann,코어,코어/Ausstellung,1995,Sehformen der Zeit - Herbert Matter - Foto-Grafiker - Das Werk der zwanziger und dreissige,128 × 90.5 cm,565,800,1995_Sehformen der Zeit - Herbert Matter - Foto-Grafiker - Das We.jpg,https://www.emuseum.ch/objects/6610/
hofmann,코어,코어/Freilichtspiele,1957,Basler Freilichtspiele - Katharina Knie - Kannfeld Park Basel,127 × 90 cm,563,800,1957_Basler Freilichtspiele - Katharina Knie - Kannfeld Park Base.jpg,https://www.emuseum.ch/objects/71518/
hofmann,코어,코어/Freilichtspiele,1959,Giselle - Basler Freilichtspiele,127 × 90 cm,567,798,1959_Giselle - Basler Freilichtspiele.jpg,https://www.emuseum.ch/objects/56272/
hofmann,코어,코어/Freilichtspiele,1963,Wilhelm Tell - Basler Freilichtspiele,128 × 90.5 cm,565,800,1963_Wilhelm Tell - Basler Freilichtspiele.jpg,https://www.emuseum.ch/objects/56273/
hofmann,코어,코어/Gewerbemuseum_Basel,1938,Siedlungsbau in der Schweiz 1938-47 - Ausstellung im Gewerbemuseum Basel,127 × 90 cm,567,800,1938_Siedlungsbau in der Schweiz 1938-47 - Ausstellung im Gewerbe.jpg,https://www.emuseum.ch/objects/56200/
hofmann,코어,코어/Gewerbemuseum_Basel,1949,Ausstellung im Gewerbemuseum Basel - Photographie in der Schweiz,127 × 90 cm,565,800,1949_Ausstellung im Gewerbemuseum Basel - Photographie in der Sch.jpg,https://www.emuseum.ch/objects/56199/
hofmann,코어,코어/Gewerbemuseum_Basel,1951,Dänische Architektur - Gewerbemuseum Basel,126 × 90 cm,567,800,1951_Dänische Architektur - Gewerbemuseum Basel.jpg,https://www.emuseum.ch/objects/71530/
hofmann,코어,코어/Gewerbemuseum_Basel,1952,Die Gute Form 1952 - Gewerbemuseum Basel - 10.April - 10.Mai 1953,127 × 90 cm,568,800,1952_Die Gute Form 1952 - Gewerbemuseum Basel - 10.April - 10.Mai.jpg,https://www.emuseum.ch/objects/71507/
hofmann,코어,코어/Gewerbemuseum_Basel,1952,Ausstellung - Münster Scheiben-Entwürfe und Glasbilder von Charles Hindenlang im Gewerbemu,127 × 90 cm,567,800,1952_Ausstellung - Münster Scheiben-Entwürfe und Glasbilder von C.jpg,https://www.emuseum.ch/objects/56198/
hofmann,코어,코어/Gewerbemuseum_Basel,1952,Das Holz als Baustoff - Gewerbemuseum Basel,127 × 90 cm,563,800,1952_Das Holz als Baustoff - Gewerbemuseum Basel.jpg,https://www.emuseum.ch/objects/8482/
hofmann,코어,코어/Gewerbemuseum_Basel,1954,Ausstellung - Deutsche Gebrauchsgraphik - Gewerbemuseum Basel,127 × 90 cm,558,800,1954_Ausstellung - Deutsche Gebrauchsgraphik - Gewerbemuseum Base.jpg,https://www.emuseum.ch/objects/71523/
hofmann,코어,코어/Gewerbemuseum_Basel,1955,Gewerbemuseum Basel - Tempel und Teehaus in Japan,127 × 90 cm,567,800,1955_Gewerbemuseum Basel - Tempel und Teehaus in Japan.jpg,https://www.emuseum.ch/objects/56132/
hofmann,코어,코어/Gewerbemuseum_Basel,1959,Alte und neue Formen in Japan - Gewerbemuseum Basel,127 × 90 cm,569,800,1959_Alte und neue Formen in Japan - Gewerbemuseum Basel.jpg,https://www.emuseum.ch/objects/56257/
hofmann,코어,코어/Gewerbemuseum_Basel,1961,Basel und die Stadtstrassen der Zukunft - Gewerbemuseum Basel,127 × 90 cm,565,800,1961_Basel und die Stadtstrassen der Zukunft - Gewerbemuseum Base.jpg,https://www.emuseum.ch/objects/56203/
hofmann,코어,코어/Gewerbemuseum_Basel,1962,Kunsterziehung in USA - Gewerbemuseum Basel,127 × 90 cm,569,800,1962_Kunsterziehung in USA - Gewerbemuseum Basel.jpg,https://www.emuseum.ch/objects/56259/
hofmann,코어,코어/Gewerbemuseum_Basel,1968,GM - Gewerbemuseum Basel - Ausstellungen - Bibliothek - Sammlungen,127 × 90 cm,565,800,1968_GM - Gewerbemuseum Basel - Ausstellungen - Bibliothek - Samm.jpg,https://www.emuseum.ch/objects/71532/
hofmann,코어,코어/Gewerbemuseum_Basel,1969,Spitzen - Gewerbemuseum Basel,128 × 90.5 cm,567,800,1969_Spitzen - Gewerbemuseum Basel.jpg,https://www.emuseum.ch/objects/11397/
hofmann,코어,코어/Gewerbemuseum_Basel,1975,Gewerbemuseum Basel - Ausstellung Plan & Bau - 50 Jahre Architektur am Beispiel Hermann Ba,127 × 90 cm,565,798,1975_Gewerbemuseum Basel - Ausstellung Plan & Bau - 50 Jahre Arch.jpg,https://www.emuseum.ch/objects/56264/
hofmann,코어,코어/Gewerbemuseum_Basel,1984,Schweizer Künstlerinnen heute - Gewerbemuseum Basel - 1. April - 13. Mai 1984,127 × 90 cm,566,800,1984_Schweizer Künstlerinnen heute - Gewerbemuseum Basel - 1. Apr.jpg,https://www.emuseum.ch/objects/71533/
hofmann,코어,코어/Gewerbemuseum_etc,1951,Form & Farbe - Gewerbemuseum Winterthur - 22.6. - 15.7.,128 × 90.5 cm,563,800,1951_Form & Farbe - Gewerbemuseum Winterthur - 22.6. - 15.7.jpg,https://www.emuseum.ch/objects/71501/
hofmann,코어,코어/Gewerbemuseum_etc,1961,Plakate aus der Sammlung des Gewerbemuseums Basel,127 × 90 cm,562,800,1961_Plakate aus der Sammlung des Gewerbemuseums Basel.jpg,https://www.emuseum.ch/objects/56260/
hofmann,코어,코어/Konzert,1953,Stadt Casino - Rotkreuz Bazar - Werk der Gemeindeschwestern vom Roten Kreuz,127 × 90 cm,566,800,1953_Stadt Casino - Rotkreuz Bazar - Werk der Gemeindeschwestern .jpg,https://www.emuseum.ch/objects/71526/
hofmann,코어,코어/Konzert,1979,Martinskirche - Basler Bach Chor - W.A. Mozart - Leitung: Etienne Krähenbühl,128 × 90.5 cm,566,800,1979_Martinskirche - Basler Bach Chor - W.A. Mozart - Leitung- Et.jpg,https://www.emuseum.ch/objects/71545/
hofmann,코어,코어/Konzert,1980,Basler Bach Chor - Stabat Mater,128 × 90.5 cm,565,798,1980_Basler Bach Chor - Stabat Mater.jpg,https://www.emuseum.ch/objects/56009/
hofmann,코어,코어/Konzert,1986,J. Brahms - Ein deutsches Requiem,128 × 90.5 cm,567,800,1986_J. Brahms - Ein deutsches Requiem.jpg,https://www.emuseum.ch/objects/56263/
hofmann,코어,코어/Konzert,1986,Basler Bach-Chor - Stadtcasino Basel - Stabat Mater,128 × 90.5 cm,567,800,1986_Basler Bach-Chor - Stadtcasino Basel - Stabat Mater.jpg,https://www.emuseum.ch/objects/71541/
hofmann,코어,코어/Kunsthalle_Basel,1956,Kunsthalle Basel - Jackson Pollock 1912-1956 - Die neue amerikanische Malerei,127 × 90 cm,566,800,1956_Kunsthalle Basel - Jackson Pollock 1912-1956 - Die neue amer.jpg,https://www.emuseum.ch/objects/71508/
hofmann,코어,코어/Kunsthalle_Basel,1945,Moderne Malerei seit 1945 aus der Sammlung Dotremont - Kunsthalle Basel,127 × 90 cm,566,800,1945_Moderne Malerei seit 1945 aus der Sammlung Dotremont - Kunst.jpg,https://www.emuseum.ch/objects/56135/
hofmann,코어,코어/Kunsthalle_Basel,1950,Kreis 48 - Kunsthalle Basel,127 × 90 cm,575,800,1950_Kreis 48 - Kunsthalle Basel.jpg,https://www.emuseum.ch/objects/56133/
hofmann,코어,코어/Kunsthalle_Basel,1950,Kunsthalle Basel - Kreis 48,128 × 90 cm,565,800,1950_Kunsthalle Basel - Kreis 48.jpg,https://www.emuseum.ch/objects/240455/
hofmann,코어,코어/Kunsthalle_Basel,1955,Kunsthalle Basel - 9 Berner Künstler - Kreis 48 - (...),127 × 90 cm,563,800,1955_Kunsthalle Basel - 9 Berner Künstler - Kreis 48 - (...).jpg,https://www.emuseum.ch/objects/71510/
hofmann,코어,코어/Kunsthalle_Basel,1955,Henry Moore Bildhauer - Oskar Schlemmer Maler - Kunsthalle Basel,127 × 90 cm,568,800,1955_Henry Moore Bildhauer - Oskar Schlemmer Maler - Kunsthalle B.jpg,https://www.emuseum.ch/objects/55997/
hofmann,코어,코어/Kunsthalle_Basel,1957,Heinrich Müller - Marguerite Ammann - Walter Möschlin - Kunsthalle Basel,127 × 90 cm,565,800,1957_Heinrich Müller - Marguerite Ammann - Walter Möschlin - Kuns.jpg,https://www.emuseum.ch/objects/56134/
hofmann,코어,코어/Kunsthalle_Basel,1957,Felix Vallotton und Kunst des Ostens - Kunsthalle Basel,127 × 90 cm,571,800,1957_Felix Vallotton und Kunst des Ostens - Kunsthalle Basel.jpg,https://www.emuseum.ch/objects/56136/
hofmann,코어,코어/Kunsthalle_Basel,1957,Basler Privatbesitz - Kunsthalle Basel - 4. Juli - 29. September 1957,127 × 90 cm,566,800,1957_Basler Privatbesitz - Kunsthalle Basel - 4. Juli - 29. Septe.jpg,https://www.emuseum.ch/objects/71502/
hofmann,코어,코어/Kunsthalle_Basel,1957,Karl Flaig - Walter Eglin - Kunsthalle Basel,127 × 90 cm,561,800,1957_Karl Flaig - Walter Eglin - Kunsthalle Basel.jpg,https://www.emuseum.ch/objects/71504/
hofmann,코어,코어/Kunsthalle_Basel,1957,Karl Geiser - Kunsthalle Basel,127 × 90 cm,525,743,1957_Karl Geiser - Kunsthalle Basel.jpg,https://www.emuseum.ch/objects/56131/
hofmann,코어,코어/Kunsthalle_Basel,1957,Kunsthalle Basel - Fernand Léger - Alexander Calder,127 × 90 cm,575,798,1957_Kunsthalle Basel - Fernand Léger - Alexander Calder.jpg,https://www.emuseum.ch/objects/56012/
hofmann,코어,코어/Kunsthalle_Basel,1958,Kunsthalle Basel - Sammlung Cavellini - Moderne italienische Maler und Maler der Ecole de ,127 × 90 cm,567,800,1958_Kunsthalle Basel - Sammlung Cavellini - Moderne italienische.jpg,https://www.emuseum.ch/objects/56006/
hofmann,코어,코어/Kunsthalle_Basel,1958,Kunsthalle Basel - Jacques Lipchitz,127 × 90 cm,566,800,1958_Kunsthalle Basel - Jacques Lipchitz.jpg,https://www.emuseum.ch/objects/56258/
hofmann,코어,코어/Kunsthalle_Basel,1958,AHP - Alfred Heinrich Pellegrini - Kunsthalle Basel - 25. Oktober - 23. November 1958,127 × 90 cm,566,800,1958_AHP - Alfred Heinrich Pellegrini - Kunsthalle Basel - 25. Ok.jpg,https://www.emuseum.ch/objects/71498/
hofmann,코어,코어/Kunsthalle_Basel,1958,Robert Jacobsen - Serge Poliakoff - Kunsthalle Basel,127 × 90 cm,567,800,1958_Robert Jacobsen - Serge Poliakoff - Kunsthalle Basel.jpg,https://www.emuseum.ch/objects/55998/
hofmann,코어,코어/Kunsthalle_Basel,1959,Kunsthalle Basel - 11.6. bis 12.7. - Deutsche Künstler der Gegenwart,127 × 90 cm,561,800,1959_Kunsthalle Basel - 11.6. bis 12.7. - Deutsche Künstler der G.jpg,https://www.emuseum.ch/objects/71503/
hofmann,코어,코어/Kunsthalle_Basel,1959,Kunsthalle Basel - Niklaus Stoecklin - Karl Aegerter,127 × 90 cm,561,800,1959_Kunsthalle Basel - Niklaus Stoecklin - Karl Aegerter.jpg,https://www.emuseum.ch/objects/71500/
hofmann,코어,코어/Kunsthalle_Basel,1959,Kunsthalle Basel - Appel - Mathieu - Moreni - Riopelle - 24.Januar - 1.März 1959,127 × 90 cm,564,800,1959_Kunsthalle Basel - Appel - Mathieu - Moreni - Riopelle - 24..jpg,https://www.emuseum.ch/objects/71499/
hofmann,코어,코어/Kunsthalle_Basel,1959,Kunsthalle Basel - Junge spanische Maler,127 × 90 cm,567,800,1959_Kunsthalle Basel - Junge spanische Maler.jpg,https://www.emuseum.ch/objects/56005/
hofmann,코어,코어/Kunsthalle_Basel,1959,Max Gubler - Irène Zurkinden - Kunsthalle Basel - 24.Okrt. - 22.Nov.,127 × 90 cm,563,800,1959_Max Gubler - Irène Zurkinden - Kunsthalle Basel - 24.Okrt. -.jpg,https://www.emuseum.ch/objects/71505/
hofmann,코어,코어/Kunsthalle_Basel,1959,Kunsthalle Basel - Hans Fischer - Ernst Georg Rüegg,127 × 90 cm,563,800,1959_Kunsthalle Basel - Hans Fischer - Ernst Georg Rüegg.jpg,https://www.emuseum.ch/objects/56003/
hofmann,코어,코어/Kunsthalle_Basel,1959,Aeschbacher - Bill - Müller - Linck - 4 Bildhauer - Kunsthalle Basel,127 × 90 cm,563,800,1959_Aeschbacher - Bill - Müller - Linck - 4 Bildhauer - Kunsthal.jpg,https://www.emuseum.ch/objects/56129/
hofmann,코어,코어/Kunsthalle_Basel,1960,Kunsthalle Basel - 23. Januar - 21. Februar 1960 - Theo Eble - Berhard Luginbühl - Arnold ,127 × 90 cm,567,800,1960_Kunsthalle Basel - 23. Januar - 21. Februar 1960 - Theo Eble.jpg,https://www.emuseum.ch/objects/71506/
hofmann,코어,코어/Kunsthalle_Basel,1960,Kunsthalle Basel - Willi Baumeister - Ernst Wlhelm Nay,127 × 90 cm,567,800,1960_Kunsthalle Basel - Willi Baumeister - Ernst Wlhelm Nay.jpg,https://www.emuseum.ch/objects/56011/
hofmann,코어,코어/Kunsthalle_Basel,1960,Junge holländische Bildhauer - Kunsthalle Basel,127 × 90 cm,567,795,1960_Junge holländische Bildhauer - Kunsthalle Basel.jpg,https://www.emuseum.ch/objects/56007/
hofmann,코어,코어/Kunsthalle_Basel,1961,Kunsthalle Basel - Maurice Estève Malerei - Berto Lardera - Skulptur,127 × 90 cm,566,800,1961_Kunsthalle Basel - Maurice Estève Malerei - Berto Lardera - .jpg,https://www.emuseum.ch/objects/56008/
hofmann,코어,코어/Kunsthalle_Basel,1961,René Auberjonois - Ernest Bolens - Kunsthalle Basel,127 × 90 cm,568,800,1961_René Auberjonois - Ernest Bolens - Kunsthalle Basel.jpg,https://www.emuseum.ch/objects/56002/
hofmann,코어,코어/Kunsthalle_Basel,1961,Gedächtnis Ausstellungen Paul Burckhardt - Emil Schill - Ausstellung Carlo König - Kunstha,127 × 90 cm,566,800,1961_Gedächtnis Ausstellungen Paul Burckhardt - Emil Schill - Aus.jpg,https://www.emuseum.ch/objects/56004/
hofmann,코어,코어/Kunsthalle_Basel,1961,René Auberjonois - Ernest Bolens - Kunsthalle Basel,127 × 90 cm,565,800,1961_René Auberjonois - Ernest Bolens - Kunsthalle Basel_2.jpg,https://www.emuseum.ch/objects/11008/
hofmann,코어,코어/Kunsthalle_Basel,1962,28. Juli - 16. Sept. - Die Kunst Neu-Guineas - Kunsthalle Basel,127 × 90 cm,566,800,1962_28. Juli - 16. Sept. - Die Kunst Neu-Guineas - Kunsthalle Ba.jpg,https://www.emuseum.ch/objects/71514/
hofmann,코어,코어/Kunsthalle_Basel,1962,Ernst Morgenthaler Gedächtnisausstellung - Kunsthalle Basel,127 × 90 cm,567,800,1962_Ernst Morgenthaler Gedächtnisausstellung - Kunsthalle Basel.jpg,https://www.emuseum.ch/objects/56014/
hofmann,코어,코어/Kunsthalle_Basel,1962,Kunsthalle Basel - Rothko - Chillida,127 × 90 cm,564,800,1962_Kunsthalle Basel - Rothko - Chillida.jpg,https://www.emuseum.ch/objects/56001/
hofmann,코어,코어/Kunsthalle_Basel,1962,Kunsthalle Basel - Hans Arp,128 × 90.5 cm,566,800,1962_Kunsthalle Basel - Hans Arp.jpg,https://www.emuseum.ch/objects/71522/
hofmann,코어,코어/Kunsthalle_Basel,1963,R. Adams - 7 junge englische Maler - Kunsthalle Basel,127 × 90 cm,566,800,1963_R. Adams - 7 junge englische Maler - Kunsthalle Basel.jpg,https://www.emuseum.ch/objects/56128/
hofmann,코어,코어/Kunsthalle_Basel,1963,"Kreis 48 - Ernst Messerli - Werner Witschi - (...) Kunsthalle, Basel",128 × 90.5 cm,566,800,1963_Kreis 48 - Ernst Messerli - Werner Witschi - (...) Kunsthall.jpg,https://www.emuseum.ch/objects/3804/
hofmann,코어,코어/Kunsthalle_Basel,1964,Franz Kline - Alfred Jensen - Kunsthalle Basel,127 × 90 cm,565,800,1964_Franz Kline - Alfred Jensen - Kunsthalle Basel.jpg,https://www.emuseum.ch/objects/56127/
hofmann,코어,코어/Kunsthalle_Basel,1964,Walter Bodmer - Otto Tschumi - Teruko Yokoi - Kunsthalle Basel,128 × 90.5 cm,568,800,1964_Walter Bodmer - Otto Tschumi - Teruko Yokoi - Kunsthalle Bas.jpg,https://www.emuseum.ch/objects/11398/
hofmann,코어,코어/Kunsthalle_Basel,1964,Christoph Iselin - Jacques Düblin - Walter Schneider - Karl Moor - Kunsthalle Basel,127 × 90 cm,554,780,1964_Christoph Iselin - Jacques Düblin - Walter Schneider - Karl .jpg,https://www.emuseum.ch/objects/56130/
hofmann,코어,코어/Kunsthalle_Basel,1966,Kunsthalle Basel - Junge Berliner Künstler,127 × 90 cm,565,800,1966_Kunsthalle Basel - Junge Berliner Künstler.jpg,https://www.emuseum.ch/objects/56013/
hofmann,코어,코어/Kunsthalle_Basel,1966,Kunsthalle Basel - David Smith Skulpturen - Horst Janssen Zeichnungen Graphik,127 × 90 cm,563,800,1966_Kunsthalle Basel - David Smith Skulpturen - Horst Janssen Ze.jpg,https://www.emuseum.ch/objects/56010/
hofmann,코어,코어/Kunsthalle_Basel,1966,Kunsthalle Basel - Graham Sutherland - El Lissitzky,127 × 90 cm,566,800,1966_Kunsthalle Basel - Graham Sutherland - El Lissitzky.jpg,https://www.emuseum.ch/objects/56000/
hofmann,코어,코어/Kunsthalle_Basel,1966,Wilfredo Lam Malerei - Vic Gentils Bildhauerei - Kunsthalle Basel,127 × 90 cm,562,800,1966_Wilfredo Lam Malerei - Vic Gentils Bildhauerei - Kunsthalle .jpg,https://www.emuseum.ch/objects/56015/
hofmann,코어,코어/Kunsthalle_Basel,1966,Lüscher Pedretti - Kunsthalle Basel - Gedenkausstelllung Jean-Jacques Lüscher - Turo Pedre,127 × 90 cm,563,800,1966_Lüscher Pedretti - Kunsthalle Basel - Gedenkausstelllung Jea.jpg,https://www.emuseum.ch/objects/71524/
hofmann,코어,코어/Kunsthalle_Basel,1967,E.L. Kirchner und Rot-Blau - Kunsthalle Basel - 2. Sept. - 15. Okt. 1967,127 × 90 cm,563,800,1967_E.L. Kirchner und Rot-Blau - Kunsthalle Basel - 2. Sept. - 1.jpg,https://www.emuseum.ch/objects/71511/
hofmann,코어,코어/Kunsthalle_Basel,1967,Phillip Martin - Ennio Morlotti - Hans R. Schiess - Kunsthalle Basel,127 × 90 cm,558,800,1967_Phillip Martin - Ennio Morlotti - Hans R. Schiess - Kunsthal.jpg,https://www.emuseum.ch/objects/56016/
hofmann,코어,코어/Kunsthalle_Basel,1968,Kunsthalle Basel - Klee,127 × 90 cm,567,800,1968_Kunsthalle Basel - Klee.jpg,https://www.emuseum.ch/objects/71517/
hofmann,코어,코어/Kunsthalle_Basel,1968,Kunsthalle Basel - Albers & Slevogt,127 × 90 cm,563,800,1968_Kunsthalle Basel - Albers & Slevogt.jpg,https://www.emuseum.ch/objects/71512/
hofmann,코어,코어/Kunsthalle_Basel,1968,Sam Francis - Kunsthalle Basel,127 × 90 cm,566,800,1968_Sam Francis - Kunsthalle Basel.jpg,https://www.emuseum.ch/objects/71520/
hofmann,코어,코어/Kunsthalle_Basel,1969,Walter J. Moeschlin - Gedächtnisausstellung - Kunsthalle Basel,128 × 90.5 cm,567,800,1969_Walter J. Moeschlin - Gedächtnisausstellung - Kunsthalle Bas.jpg,https://www.emuseum.ch/objects/11399/
hofmann,코어,코어/Kunsthalle_Basel,2000,Nigeria - 2000 Jahre Plastik & Sammlung Sonja Henle - Niels Onstad - Kunsthalle Basel 20. ,127 × 90 cm,563,800,2000_Nigeria - 2000 Jahre Plastik & Sammlung Sonja Henle - Niels .jpg,https://www.emuseum.ch/objects/71516/
hofmann,코어,코어/Kunstkredit,1984,"Kunstkredit 1984/1985 - Wettbewerbe, Aufträge, Ankäufe, Künstlerstipendien und Künstlerate",128 × 90.5 cm,566,800,"1984_Kunstkredit 1984-1985 - Wettbewerbe, Aufträge, Ankäufe, Küns.jpg",https://www.emuseum.ch/objects/180461/
hofmann,코어,코어/Kunstkredit,1985,Ausstellung - Eidgenössisches Stipendium für angewandte Kunst 1985 - Kornhaus Bern,128 × 90.5 cm,564,800,1985_Ausstellung - Eidgenössisches Stipendium für angewandte Kuns.jpg,https://www.emuseum.ch/objects/71497/
hofmann,코어,코어/Kunstkredit,1985,Staatlicher Kunstkredit Basel-Stadt,128 × 90.5 cm,565,798,1985_Staatlicher Kunstkredit Basel-Stadt.jpg,https://www.emuseum.ch/objects/56271/
hofmann,코어,코어/Kunstkredit,1986,Ausstellung - Eidgenössisches Stipendium für angewandte Kunst 1986 - Kornhaus Bern,128 × 90.5 cm,567,800,1986_Ausstellung - Eidgenössisches Stipendium für angewandte Kuns.jpg,https://www.emuseum.ch/objects/240225/
hofmann,코어,코어/Mustermesse_Basel,1954,Die gute Form - SWB-Sonderschau - Veranstaltet vom Schweizerischen Werkbund und der Schwei,128 × 90.5 cm,566,800,1954_Die gute Form - SWB-Sonderschau - Veranstaltet vom Schweizer.jpg,https://www.emuseum.ch/objects/53716/
hofmann,코어,코어/Mustermesse_Basel,1957,Die Schweiz zur Römerzeit - Mustermesse Baslerhalle,127 × 90 cm,567,800,1957_Die Schweiz zur Römerzeit - Mustermesse Baslerhalle.jpg,https://www.emuseum.ch/objects/56137/
hofmann,코어,코어/Sonstige,1957,La Suisse à l'époque romaine,127 × 90 cm,567,800,1957_La Suisse à l'époque romaine.jpg,https://www.emuseum.ch/objects/56141/
hofmann,코어,코어/Sonstige,1962,Herman Miller Collection - Möbel unserer Zeit - Verkauf ab 9. März,127 × 90 cm,560,794,1962_Herman Miller Collection - Möbel unserer Zeit - Verkauf ab 9.jpg,https://www.emuseum.ch/objects/56256/
hofmann,코어,코어/Sonstige,1968,GM,127 × 90 cm,564,800,1968_GM.jpg,https://www.emuseum.ch/objects/238089/
